[2024-06-28T23:05:15.294+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-06-28T23:05:15.318+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: NYC_Taxi_pipeline.data_delivery manual__2024-06-28T23:05:11.652683+00:00 [queued]>
[2024-06-28T23:05:15.328+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: NYC_Taxi_pipeline.data_delivery manual__2024-06-28T23:05:11.652683+00:00 [queued]>
[2024-06-28T23:05:15.328+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-06-28T23:05:15.750+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.750+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.750+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.751+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.751+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.752+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.752+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.753+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.753+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.754+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.754+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.754+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.755+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.755+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.756+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.756+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.756+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.757+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.757+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.757+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.758+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.758+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.758+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.759+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.759+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.759+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.760+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.760+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.760+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.761+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.761+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.761+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.762+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.762+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.762+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.763+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.763+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.763+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.764+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.764+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.764+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.765+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.765+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.765+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.766+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.766+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.766+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.766+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.767+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.767+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.767+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.768+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.768+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.769+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.769+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.769+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.770+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.770+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.771+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.771+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.771+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.772+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.772+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.772+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.773+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.773+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.773+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.774+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.774+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.774+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.775+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.775+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.775+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.776+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.776+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.776+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.776+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.777+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.777+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.777+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.778+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.778+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.778+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.779+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.779+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.779+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.780+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.780+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.780+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.781+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.781+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.781+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.782+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.782+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.782+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.783+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.783+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.784+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.784+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.785+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.785+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.785+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.786+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.786+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.786+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.787+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.787+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.788+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.788+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.788+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.789+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.789+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.789+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.790+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.790+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.790+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.791+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.791+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.791+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.791+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.792+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.792+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.792+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.793+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.793+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.793+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.794+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.794+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.794+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.795+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.795+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.795+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.796+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.796+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.796+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.796+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.797+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.797+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.797+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.798+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.798+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.798+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.799+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.799+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.799+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.800+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.800+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.800+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.801+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.801+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.801+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.801+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.802+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.802+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.802+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.803+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.803+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.804+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.804+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.804+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.805+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.805+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.805+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.806+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.806+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.807+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.807+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.807+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.808+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.808+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.808+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.809+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.809+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.809+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.810+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.810+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.810+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.811+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.811+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.811+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.811+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.812+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.812+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.812+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.813+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.813+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.813+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.814+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.814+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.814+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.815+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.815+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.815+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.816+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.816+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.816+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.817+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.817+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.817+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.818+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.818+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.818+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.819+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.819+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.819+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.820+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.820+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.821+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.821+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.821+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.822+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.822+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.823+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.823+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.823+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.824+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.824+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.825+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.825+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.825+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.826+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.826+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.826+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.827+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.827+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.827+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.828+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.828+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.828+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.829+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.829+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.829+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.830+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.830+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.830+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.831+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.831+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.831+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.832+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.832+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.832+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.833+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.833+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.833+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.834+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.834+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.834+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.835+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.835+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.835+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.836+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.837+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.837+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.838+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.838+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.839+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.839+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.839+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.840+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.840+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.841+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T23:05:15.845+0000] {Table_creation.py:66} INFO - Data loaded successfully into table DimLocation With 265 Row
[2024-06-28T23:05:15.845+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T23:05:15.845+0000] {Load_Data.py:93} INFO - DimLocation dimension loaded successfully
[2024-06-28T23:05:15.846+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T23:05:15.846+0000] {Load_Data.py:101} INFO - loading DimRate Dimension ...
[2024-06-28T23:05:15.847+0000] {Table_creation.py:30} INFO - Loading data into table DimRate...
