[2024-06-28T22:01:43.069+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-06-28T22:01:43.089+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: NYC_Taxi_pipeline.data_delivery manual__2024-06-28T22:01:39.355471+00:00 [queued]>
[2024-06-28T22:01:43.098+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: NYC_Taxi_pipeline.data_delivery manual__2024-06-28T22:01:39.355471+00:00 [queued]>
[2024-06-28T22:01:43.098+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-06-28T22:01:43.550+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.551+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.551+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.552+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.552+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.552+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.553+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.553+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.553+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.554+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.554+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.554+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.555+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.555+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.555+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.555+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.556+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.556+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.557+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.557+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.557+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.558+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.558+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.558+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.559+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.559+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.559+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.560+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.560+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.561+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.562+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.562+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.563+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.563+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.563+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.564+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.564+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.565+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.565+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.566+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.566+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.566+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.567+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.567+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.568+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.568+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.568+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.569+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.569+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.569+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.570+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.570+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.571+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.571+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.571+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.572+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.572+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.572+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.573+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.573+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.573+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.574+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.574+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.574+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.575+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.575+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.575+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.576+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.576+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.576+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.577+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.577+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.577+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.578+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.578+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.579+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.579+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.580+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.580+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.581+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.581+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.582+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.583+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.583+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.584+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.584+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.585+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.585+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.585+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.586+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.586+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.586+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.587+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.587+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.588+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.588+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.588+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.589+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.589+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.589+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.590+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.590+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.590+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.591+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.591+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.592+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.592+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.592+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.593+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.593+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.594+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.595+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.595+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.596+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.596+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.597+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.597+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.598+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.598+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.599+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.599+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.600+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.600+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.601+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.601+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.602+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.602+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.603+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.603+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.603+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.604+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.604+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.605+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.605+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.606+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.606+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.606+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.607+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.607+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.608+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.608+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.608+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.609+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.609+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.609+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.610+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.610+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.611+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.613+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.614+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.615+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.615+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.616+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.616+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.617+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.617+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.617+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.618+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.618+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.619+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.619+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.619+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.620+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.620+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.621+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.621+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.621+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.622+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.622+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.623+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.623+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.623+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.624+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.624+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.625+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.625+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.625+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.626+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.626+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.627+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.627+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.628+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.628+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.629+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.630+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.630+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.631+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.632+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.632+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.632+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.633+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.633+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.634+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.634+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.635+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.635+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.636+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.636+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.636+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.637+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.637+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.638+0000] {Table_creation.py:64} INFO - insert new row to dimlocation
[2024-06-28T22:01:43.642+0000] {Table_creation.py:66} INFO - Data loaded successfully into table DimLocation With 265 Row
[2024-06-28T22:01:43.642+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T22:01:43.642+0000] {Load_Data.py:90} INFO - DimLocation dimension loaded successfully
[2024-06-28T22:01:43.643+0000] {db_utils.py:30} INFO - PostgreSQL connection is closed
[2024-06-28T22:01:43.643+0000] {Load_Data.py:98} INFO - loading DimRate Dimension ...
[2024-06-28T22:01:43.645+0000] {Table_creation.py:30} INFO - Loading data into table DimRate...
